District,State,County,Tract,Block
36,24,015,030601,3009
36,24,015,030503,2008
36,24,015,030601,3011
36,24,015,030601,3010
36,24,015,030601,3008
36,24,015,030602,2015
36,24,015,030602,2014
36,24,015,030601,2020
36,24,015,030601,2021
36,24,015,030602,2006
36,24,015,030602,2005
36,24,015,030503,2002
36,24,015,030503,2004
36,24,015,030602,2021
36,24,015,030602,2012
36,24,015,030602,2010
36,24,015,030602,2011
36,24,015,030503,2005
36,24,015,030503,2006
36,24,015,030602,2016
36,24,015,030503,2007
36,24,015,030503,2003
36,24,015,030602,2018
36,24,015,030602,2017
36,24,015,030602,2013
36,24,015,030602,2009
36,24,015,030602,2007
36,24,015,030508,1004
36,24,015,030508,2000
36,24,015,030508,2001
36,24,015,030508,1008
36,24,015,030507,1005
36,24,015,030505,2005
36,24,015,030508,3003
36,24,015,030508,3005
36,24,015,030508,3004
36,24,015,030505,2004
36,24,015,030508,3002
36,24,015,030508,3007
36,24,015,030508,1006
36,24,015,030508,1012
36,24,015,030508,3006
36,24,015,030508,1015
36,24,015,030508,1011
36,24,015,030508,1009
36,24,015,030508,1005
36,24,015,030508,1010
36,24,015,030508,3008
36,24,015,030508,3001
36,24,015,030508,3000
36,24,015,030508,1016
36,24,015,030508,1002
36,24,015,030508,1001
36,24,015,030503,2045
36,24,015,030503,2038
36,24,015,030503,2047
36,24,015,030507,1006
36,24,015,030507,1003
36,24,015,030503,2046
36,24,015,030508,2027
36,24,015,030400,4006
36,24,015,030400,4005
36,24,015,030505,2024
36,24,015,030400,4003
36,24,015,030400,4004
36,24,015,030400,4015
36,24,015,030400,4009
36,24,015,030400,4010
36,24,015,030400,4014
36,24,015,030400,4013
36,24,015,030400,2011
36,24,015,030400,4012
36,24,015,030400,1022
36,24,015,030400,1009
36,24,015,030400,1014
36,24,015,030400,4011
36,24,015,030400,2009
36,24,015,030400,1015
36,24,015,030400,2012
36,24,015,030400,2013
36,24,015,030400,2008
36,24,015,030400,4002
36,24,015,030400,2007
36,24,015,030400,2010
36,24,015,030400,2003
36,24,015,030400,2014
36,24,015,030503,1036
36,24,015,030503,1023
36,24,015,030503,1022
36,24,015,030503,1021
36,24,015,030503,1012
36,24,015,030505,1025
36,24,015,030505,1017
36,24,015,030505,1033
36,24,015,030505,1023
36,24,015,030505,2022
36,24,015,030505,2021
36,24,015,030505,2023
36,24,015,030400,3023
36,24,015,030400,3012
36,24,015,030400,3025
36,24,015,030400,3022
36,24,015,030400,4019
36,24,015,030400,4020
36,24,015,030400,4017
36,24,015,030400,4023
36,24,015,030400,3000
36,24,015,030400,4022
36,24,015,030400,4018
36,24,015,030400,4021
36,24,015,030400,4007
36,24,015,030400,4008
36,24,015,030400,4016
36,24,015,030400,1021
36,24,015,030400,1012
36,24,015,030400,1017
36,24,015,030400,1018
36,24,015,030400,1019
36,24,015,030400,1023
36,24,015,030400,1016
36,24,015,030400,1020
36,24,015,030400,1010
36,24,015,030505,1030
36,24,015,030503,2039
36,24,015,030503,2042
36,24,015,030503,2030
36,24,015,030503,2027
36,24,015,030503,2029
36,24,015,030503,2028
36,24,015,030503,2026
36,24,015,030503,2025
36,24,015,030503,2024
36,24,015,030503,2041
36,24,015,030503,2040
36,24,015,030507,1004
36,24,015,030507,1002
36,24,015,030507,1010
36,24,015,030507,2008
36,24,015,030507,2007
36,24,015,030507,2009
36,24,015,030507,2005
36,24,015,030507,2004
36,24,015,030507,2006
36,24,015,030507,1008
36,24,015,030508,1000
36,24,015,030507,1001
36,24,015,030507,1000
36,24,015,030507,2010
36,24,015,030507,2011
36,24,015,030503,2044
36,24,015,030503,2031
36,24,015,030503,2032
36,24,015,030503,2022
36,24,015,030503,2043
36,24,015,030503,2023
36,24,015,030507,1011
36,24,015,030507,1012
36,24,015,030507,1007
36,24,015,030508,1007
36,24,015,030505,2008
36,24,015,030505,2007
36,24,015,030505,2033
36,24,015,030505,2032
36,24,015,030508,2017
36,24,015,030508,2020
36,24,015,030505,2014
36,24,015,030508,2021
36,24,015,030508,2018
36,24,015,030508,2015
36,24,015,030508,1014
36,24,015,030508,2014
36,24,015,030508,2005
36,24,015,030508,2002
36,24,015,030505,2018
36,24,015,030508,2028
36,24,015,030508,2012
36,24,015,030508,2004
36,24,015,030508,2013
36,24,015,030508,2010
36,24,015,030508,2011
36,24,015,030508,3009
36,24,015,030508,2007
36,24,015,030508,2009
36,24,015,030508,2003
36,24,015,030508,2008
36,24,015,030508,2006
36,24,015,030508,3010
38C,24,047,950900,1030
38C,24,047,951000,3022
38C,24,047,951000,3024
38C,24,047,951000,3023
38C,24,047,950900,1069
38C,24,047,950900,1024
38C,24,047,950900,1026
38C,24,047,950900,1065
38C,24,047,951700,3018
38C,24,047,950900,1022
38C,24,047,950900,1020
38C,24,047,950900,1018
38C,24,047,951000,3009
38C,24,047,951000,2032
38C,24,047,951000,2030
38C,24,047,951000,2034
38C,24,047,950900,1017
38A,24,047,951000,2005
38A,24,047,951000,2003
38A,24,047,951000,2028
38A,24,047,951000,2004
38A,24,047,951200,2024
38A,24,047,951200,2016
38A,24,047,951200,2040
38A,24,047,951200,2034
38A,24,047,951200,2039
38A,24,047,951200,2017
38A,24,047,951200,2009
38A,24,047,951200,2008
38A,24,047,951200,2018
38A,24,047,951200,2005
38A,24,047,951200,2037
38A,24,047,951200,2038
38A,24,047,951200,2054
38A,24,047,951200,2007
38A,24,047,951200,2006
38A,24,047,951200,2004
38A,24,047,951200,2055
38A,24,047,951200,2002
38A,24,047,951200,2056
38A,24,047,951200,2057
38A,24,047,951400,1055
38A,24,047,951400,1060
38A,24,047,951400,1057
38A,24,047,951200,3103
38A,24,047,951200,3090
38A,24,047,951200,3108
38A,24,047,951400,1054
38A,24,047,980000,1092
38A,24,047,951400,1080
38A,24,047,951400,1058
38A,24,047,980000,1069
38A,24,047,951200,3109
38A,24,047,951400,1059
38A,24,047,951400,1056
38A,24,047,951200,3087
38A,24,047,951200,3105
38A,24,047,951200,3104
38A,24,047,951200,3075
38A,24,047,951200,3110
38A,24,047,951200,3102
38A,24,047,951200,3074
38A,24,047,951200,3100
38A,24,047,951200,3077
38A,24,047,951200,3069
38A,24,047,951200,3079
38A,24,047,951200,3076
38A,24,047,951200,3078
38A,24,047,951200,3080
38A,24,047,951200,3101
38C,24,045,010604,1033
38C,24,045,010604,1023
38C,24,045,010604,1005
38C,24,045,010604,1024
38C,24,045,010604,1004
38C,24,045,010604,1027
38C,24,045,010604,1003
38C,24,045,010604,1026
38C,24,045,010604,1002
38C,24,047,951200,1039
38C,24,047,951200,1004
38C,24,047,951200,2000
38C,24,047,951200,1003
38C,24,047,950800,3052
38C,24,047,951200,1002
38C,24,047,950800,3053
38C,24,045,010606,4040
38C,24,045,010606,4039
38C,24,045,010606,4003
38C,24,047,950800,3027
38C,24,045,010606,4001
38C,24,045,010606,4007
38C,24,047,951200,1005
38C,24,047,950800,3056
38C,24,047,951200,1001
38C,24,047,951700,1060
38C,24,047,951700,1048
38C,24,047,951700,1074
38C,24,047,951700,1041
38C,24,047,951700,1045
38C,24,047,951700,1043
38C,24,047,951700,1034
38C,24,047,951700,1037
38C,24,047,950900,1072
38C,24,047,951700,1063
38C,24,047,950900,1010
38C,24,047,951700,1062
38C,24,047,951700,1042
38C,24,047,951700,1028
38C,24,047,951700,2005
38C,24,047,951700,2008
38C,24,047,950400,1014
38C,24,047,950400,1013
38C,24,047,951700,2007
38C,24,047,951700,2006
38C,24,047,951700,1030
38C,24,047,951700,3044
38C,24,047,951700,1067
38C,24,047,980000,1089
38C,24,047,980000,1086
38C,24,047,951700,1055
38C,24,047,951700,1075
38C,24,047,951700,1057
38C,24,047,951700,1070
38C,24,047,951700,1050
38C,24,047,951700,1059
38C,24,047,951700,1040
38C,24,047,950800,2004
38C,24,047,950800,1041
38C,24,047,950800,1044
38C,24,047,950800,1045
38C,24,047,950800,1050
38C,24,047,950800,1046
38C,24,047,950800,1048
38C,24,047,950800,1047
38C,24,047,950800,2003
38C,24,047,950800,1049
38C,24,047,950800,1066
38C,24,047,950800,1038
38C,24,047,950800,1037
38C,24,047,950800,1040
38C,24,047,950800,1039
38C,24,047,950800,1005
38C,24,047,950800,1030
38A,24,047,950900,1052
38A,24,047,950900,1050
38A,24,047,950900,1053
38A,24,047,950900,1054
38A,24,047,950900,1051
38A,24,047,950900,1047
38A,24,047,950900,1049
38A,24,047,950900,1041
38A,24,047,950900,1038
38A,24,047,950900,1040
38A,24,047,950900,1039
38A,24,047,950900,1036
38A,24,047,950900,1034
38A,24,047,950900,1048
38A,24,047,950900,1042
38A,24,047,950900,1037
38A,24,047,950900,1058
38C,24,047,950900,1031
38C,24,047,950900,1032
38A,24,047,950900,1033
38C,24,047,951000,3026
38A,24,047,951000,1054
38A,24,047,950800,3045
38A,24,047,950800,3044
38A,24,047,951000,1053
38A,24,047,951000,1056
38A,24,047,951000,1055
38A,24,047,951000,3030
38A,24,047,951000,1063
38A,24,047,951000,1058
38A,24,047,951000,3025
38A,24,047,951000,1050
38A,24,047,951000,1048
38A,24,047,951000,1057
38A,24,047,951000,1059
38A,24,047,951000,1052
38A,24,047,951000,1051
38A,24,047,951000,1049
38A,24,047,950800,3033
38A,24,047,951200,1045
38A,24,047,951200,1038
38A,24,047,951200,1037
38A,24,047,951200,1054
38A,24,047,951200,1048
38A,24,047,951200,1049
38A,24,047,951200,1053
38A,24,047,951200,1052
38A,24,047,951200,1050
38A,24,047,951200,1044
38A,24,047,951200,1051
38A,24,047,951200,1042
38A,24,047,951200,1043
38A,24,047,951200,1040
38A,24,047,951200,1036
38A,24,047,951200,3030
38A,24,047,951200,3050
38A,24,047,951200,3037
38A,24,047,951200,3031
38A,24,047,951200,3027
38A,24,047,951200,3026
38A,24,047,951200,3028
38A,24,047,951200,3029
38A,24,047,951200,3025
38A,24,047,951200,3024
38A,24,047,951200,3021
38A,24,047,951200,3019
38A,24,047,951200,3020
38A,24,047,951200,3018
38A,24,047,951200,1081
38A,24,047,951200,1073
38A,24,047,951200,3023
38A,24,047,951200,1078
38A,24,047,951200,1060
38A,24,047,951200,1061
38A,24,047,951200,3022
38A,24,047,951200,3042
38A,24,047,951200,3043
38A,24,047,951200,1079
38A,24,047,951200,1074
38A,24,047,951200,1062
38A,24,047,980000,1075
38A,24,047,951200,1075
38A,24,047,951200,1076
38A,24,047,951200,1077
38A,24,047,951200,1064
38A,24,047,980000,1076
38A,24,047,951200,1063
38A,24,047,951200,1029
38A,24,047,951200,1030
38A,24,047,951200,1031
38A,24,047,951200,1041
38A,24,047,951200,1033
38A,24,047,951200,1035
38A,24,047,951200,1034
38A,24,047,951200,1017
38A,24,047,951200,1008
38A,24,047,951200,1018
38A,24,047,951200,1028
38A,24,047,951200,1015
38A,24,047,951200,1016
38A,24,047,951200,1013
38A,24,047,951200,1009
38A,24,047,951200,1012
38A,24,047,951200,1071
38A,24,047,951200,1059
38A,24,047,951200,1025
38A,24,047,951200,1069
38A,24,047,951200,1032
38A,24,047,951200,1070
38A,24,047,951200,1065
38A,24,047,951200,1068
38A,24,047,951200,1072
38A,24,047,951200,1067
38A,24,047,951200,1022
38A,24,047,951200,1011
38A,24,047,951200,1010
38A,24,047,951200,1019
38A,24,047,951200,1020
38A,24,047,951200,1026
38A,24,047,951200,1024
38A,24,047,951200,1023
38A,24,047,951200,1014
38A,24,047,951200,1027
38C,24,047,980000,1038
38C,24,047,980000,1013
38C,24,047,980000,1084
38C,24,047,980000,1008
38C,24,047,980000,1040
38C,24,047,980000,1065
38C,24,047,980000,1061
38C,24,047,980000,1062
38C,24,047,980000,1068
38C,24,047,980000,1019
38C,24,047,980000,1063
38C,24,047,980000,1032
38C,24,047,980000,1045
38C,24,047,980000,1073
38C,24,047,980000,1039
38C,24,047,980000,1043
38C,24,047,980000,1030
38C,24,047,980000,1074
38C,24,047,980000,1031
38C,24,047,980000,1047
38C,24,047,980000,1049
38C,24,047,980000,1048
38C,24,047,951700,3027
38C,24,047,980000,1033
38C,24,047,951700,3026
38C,24,047,980000,1037
38A,24,047,951200,1066
38A,24,047,980000,1078
38C,24,047,951700,3043
38A,24,047,951200,1021
38A,24,047,950900,1074
38A,24,047,950900,1061
38A,24,047,950900,1073
38A,24,047,950900,1066
38A,24,047,950900,1059
38A,24,047,950900,1067
38A,24,047,950900,1046
38C,24,047,951700,3006
38C,24,047,951700,3025
38C,24,047,980000,1077
38C,24,047,951700,3010
38C,24,047,951700,3007
38C,24,047,951700,3011
38C,24,047,951700,3029
38C,24,047,951700,3028
38C,24,047,951700,3032
38C,24,047,951700,3031
38C,24,047,951700,3037
38C,24,047,951700,3036
38C,24,047,951700,3035
38C,24,047,951700,3040
38C,24,047,951700,3009
38A,24,047,950900,1057
38C,24,047,950900,1070
38A,24,047,950900,1055
38A,24,047,950900,1056
38C,24,047,951700,3038
38C,24,047,950900,1071
38C,24,047,950900,1023
38C,24,047,950900,1068
38C,24,047,951700,3013
38C,24,047,951700,3014
38C,24,047,951700,3012
38C,24,047,951700,3015
38C,24,047,951700,3017
38C,24,047,951700,3005
38C,24,047,951700,3042
38C,24,047,951700,3039
38C,24,047,950900,1029
38C,24,047,951700,3016
38C,24,047,950900,1027
38C,24,047,950900,1025
38C,24,047,950900,1028
38C,24,047,980000,1010
38C,24,047,980000,1026
38C,24,047,990000,0003
38C,24,047,980000,1060
38C,24,047,980000,1052
38C,24,047,980000,1059
38C,24,047,980000,1055
38C,24,047,980000,1057
38C,24,047,980000,1046
38C,24,047,951700,3030
38C,24,047,980000,1016
38C,24,047,980000,1007
38C,24,047,980000,1015
38C,24,047,980000,1006
38C,24,047,980000,1053
38C,24,047,980000,1054
38C,24,047,980000,1056
38C,24,047,980000,1009
38C,24,047,980000,1021
38C,24,047,980000,1020
38C,24,047,980000,1018
38C,24,047,980000,1058
38C,24,047,980000,1025
38C,24,047,980000,1022
38C,24,047,951700,3041
38C,24,047,980000,1050
38C,24,047,980000,1051
38C,24,047,951700,3033
38C,24,047,980000,1023
38C,24,047,951700,3034
38C,24,047,950800,2023
38C,24,047,950800,2016
38C,24,047,950800,2017
38C,24,047,950800,2058
38C,24,047,950800,2012
38A,24,047,951200,1007
38C,24,047,951200,1000
38C,24,047,950800,3031
38C,24,047,950800,3049
38C,24,047,950800,3048
38C,24,047,950800,3032
38C,24,047,950800,3030
38C,24,047,950800,3019
38A,24,047,950900,1045
38A,24,047,950800,3050
38A,24,047,950800,3047
38A,24,047,950900,1043
38A,24,047,950900,1064
38A,24,047,950900,1063
38A,24,047,950900,1060
38A,24,047,950900,1062
38A,24,047,950900,1044
38A,24,047,950900,1035
38C,24,047,950800,3029
38A,24,047,950800,3046
38C,24,047,950800,3007
38C,24,047,950800,3014
38C,24,047,950800,3013
38C,24,047,951700,1031
38C,24,047,951700,1033
38C,24,047,951700,1036
38C,24,047,951700,1044
38C,24,047,951700,1035
38C,24,047,951700,1039
38C,24,047,980000,1085
38C,24,047,951700,1006
38C,24,047,951700,1032
38C,24,047,980000,1088
38C,24,047,980000,1014
38C,24,047,951700,1005
38C,24,047,951700,1004
38C,24,047,951700,1038
38C,24,047,951700,1046
38C,24,047,951700,1010
38C,24,047,951700,1012
38C,24,047,951700,1011
38C,24,047,951700,1029
38C,24,047,951700,1014
38C,24,047,951700,2015
38C,24,047,951700,2014
38C,24,047,951700,2016
38C,24,047,951700,1027
38C,24,047,951700,1022
38C,24,047,951700,1026
38C,24,047,951700,2012
38C,24,047,951700,2009
38C,24,047,951700,2011
38C,24,047,951700,2010
38C,24,047,951700,1016
38C,24,047,951700,1018
38A,24,047,951200,3095
38A,24,047,980000,1070
38A,24,047,951200,3086
38A,24,047,951200,3097
38A,24,047,951200,3094
38A,24,047,951200,3096
38A,24,047,951200,3099
38A,24,047,951200,3113
38A,24,047,951200,3093
38A,24,047,951200,3084
38A,24,047,951200,3083
38A,24,047,980000,1067
38A,24,047,951200,3085
38A,24,047,951200,3081
38A,24,047,951200,3063
38A,24,047,951200,3082
38A,24,047,951200,3062
38A,24,047,951200,3061
38C,24,047,980000,1044
38C,24,047,980000,1072
38C,24,047,980000,1028
38C,24,047,980000,1042
38C,24,047,980000,1017
38C,24,047,980000,1027
38C,24,047,980000,1011
38C,24,047,980000,1071
38C,24,047,980000,1029
38C,24,047,980000,1036
38C,24,047,980000,1035
38C,24,047,980000,1083
38C,24,047,980000,1093
38C,24,047,980000,1081
38C,24,047,980000,1041
38C,24,047,980000,1082
38C,24,047,980000,1080
38C,24,047,980000,1005
38C,24,047,980000,1091
38C,24,047,980000,1034
38C,24,047,980000,1024
38C,24,047,980000,1064
38A,24,047,951200,3098
38A,24,047,951200,3039
38C,24,047,980000,1066
38A,24,047,951200,3038
38A,24,047,951200,3060
38A,24,047,951200,3040
38A,24,047,951200,3041
38A,24,047,951200,3066
38A,24,047,951200,3065
38A,24,047,951200,3013
38A,24,047,951200,3064
38A,24,047,951400,1031
38A,24,047,951400,1030
38A,24,047,951400,1013
38A,24,047,951400,1075
38A,24,047,951400,1025
38A,24,047,951400,1014
38A,24,047,951400,1015
38A,24,047,951400,1026
38A,24,047,951400,1016
38A,24,047,951400,1012
38A,24,047,951200,3112
38A,24,047,951200,3056
38A,24,047,951200,3111
38A,24,047,951400,1027
38A,24,047,951400,1028
38A,24,047,951400,1018
38A,24,047,951400,1017
38A,24,047,951200,3114
38A,24,047,951200,3092
38A,24,047,951200,3088
38A,24,047,951200,3089
38A,24,047,951200,3073
38A,24,047,951300,1035
38A,24,047,951200,3052
38A,24,047,951200,3051
38A,24,047,951300,1036
38A,24,047,951300,1037
38A,24,047,951300,1034
38A,24,047,951300,1033
38A,24,047,951300,1027
38A,24,047,951300,1032
38A,24,047,951300,1023
38A,24,047,951300,1006
38A,24,047,951300,1028
38A,24,047,951300,1024
38A,24,047,951300,1007
38A,24,047,951300,1003
38A,24,047,951300,1038
38A,24,047,951300,1029
38A,24,047,951300,1030
38A,24,047,951300,1026
38A,24,047,951300,1025
38A,24,047,951300,2041
38A,24,047,951300,2029
38A,24,047,951300,2037
38A,24,047,951300,1042
38A,24,047,951300,2049
38A,24,047,951300,2050
38A,24,047,951300,2052
38A,24,047,951300,2047
38A,24,047,951300,2040
38A,24,047,951300,2042
38A,24,047,951300,2039
38A,24,047,951300,2038
38A,24,047,951400,1079
38A,24,047,951400,1041
38A,24,047,951400,1040
38A,24,047,951400,1035
38A,24,047,951400,1074
38A,24,047,951400,1037
38A,24,047,951400,1036
38A,24,047,951400,1042
38A,24,047,951400,1032
38A,24,047,951400,1034
38A,24,047,951400,1076
38A,24,047,951400,1043
38A,24,047,951400,1029
38A,24,047,951400,1061
38A,24,047,951400,1062
38A,24,047,951400,1051
38A,24,047,951400,1077
38A,24,047,980000,1079
38A,24,047,951400,1046
38A,24,047,951400,1049
38A,24,047,951400,1052
38A,24,047,951400,1053
38A,24,047,951400,1044
38A,24,047,951400,1047
38A,24,047,951400,1048
38A,24,047,951200,3106
38A,24,047,951400,1045
38A,24,047,951400,1050
38A,24,047,951200,3107
38A,24,047,951200,3091
38A,24,047,951300,2046
38A,24,047,951300,2032
38A,24,047,951300,2044
38A,24,047,951300,2043
38A,24,047,951300,2033
38A,24,047,951300,2045
38A,24,047,951200,3046
38A,24,047,951300,2051
38A,24,047,951300,2036
38A,24,047,951300,2048
38A,24,047,951200,3047
38A,24,047,951200,3045
38A,24,047,951200,3044
38A,24,047,951200,3036
38A,24,047,951300,1008
38A,24,047,951300,1009
38A,24,047,951300,1005
38A,24,047,951300,1010
38A,24,047,951300,1039
38A,24,047,951300,2028
38A,24,047,951300,2027
38A,24,047,951300,1040
38A,24,047,951300,1011
38A,24,047,951300,1013
38A,24,047,951300,1012
38A,24,047,951300,1014
38A,24,047,951300,2026
38A,24,047,951300,2024
38A,24,047,951300,2025
38A,24,047,951300,2017
38A,24,047,951300,2002
38A,24,047,951300,2030
38A,24,047,951200,3014
38A,24,047,951200,3012
38A,24,047,951200,3011
38A,24,047,951200,3015
38A,24,047,951200,3117
38A,24,047,951200,3035
38A,24,047,951200,3003
38A,24,047,951200,3010
38A,24,047,951200,3002
38A,24,047,951200,3006
38A,24,047,951200,3004
38A,24,047,951200,3001
38A,24,047,951200,3048
38A,24,047,951200,3034
38A,24,047,951200,3049
38A,24,047,951200,3032
38A,24,047,951200,3033
38A,24,047,951200,3016
38A,24,047,951200,3115
38A,24,047,951200,3000
38A,24,047,951200,1082
38A,24,047,951200,3017
38A,24,047,951200,1080
38A,24,047,951200,3008
38A,24,047,951200,1056
38A,24,047,951200,1058
38A,24,047,951200,1057
38A,24,047,951200,1046
38A,24,047,951200,1047
38A,24,047,951200,1055
38A,24,047,951300,1016
38A,24,047,951400,2062
38A,24,047,951200,2050
38A,24,047,951200,2047
38A,24,047,951300,1015
38A,24,047,951200,2042
38A,24,047,951300,1018
38A,24,047,951300,1017
38A,24,047,951200,3055
38A,24,047,951300,1019
38A,24,047,951300,1020
38A,24,047,951300,1031
38A,24,047,951300,1004
38A,24,047,951300,1041
38A,24,047,951300,1022
38A,24,047,951300,1002
38A,24,047,951300,1021
38A,24,047,951200,2044
38A,24,047,951200,2043
38A,24,047,951200,2031
38A,24,047,951200,2032
38A,24,047,951200,2048
38A,24,047,951300,1000
38A,24,047,951300,1001
38A,24,047,951200,2049
38A,24,047,951200,2041
38A,24,047,951200,2033
38A,24,047,951200,2035
38A,24,047,951300,2031
38A,24,047,951300,2023
38A,24,047,951300,2022
38A,24,047,951300,2021
38A,24,047,951300,2015
38A,24,047,951300,2016
38A,24,047,951300,2014
38A,24,047,951300,2020
38A,24,047,951300,2034
38A,24,047,951300,2019
38A,24,047,951300,2035
38A,24,047,951300,2018
38A,24,047,951300,2011
38A,24,047,951300,2012
38A,24,047,951300,2009
38A,24,047,951300,2013
38A,24,047,951300,2003
38A,24,047,951300,2001
38A,24,047,951200,2036
38A,24,047,951300,2008
38A,24,047,951300,2010
38A,24,047,951300,2007
38A,24,047,951300,2005
38A,24,047,951300,2004
38A,24,047,951300,2006
38A,24,047,951200,3009
38A,24,047,951300,2000
38A,24,047,951200,3116
38A,24,047,951200,2045
38A,24,047,951200,2046
38A,24,047,951200,3007
38A,24,047,951200,3005
38C,24,047,950800,2041
38C,24,047,950800,2032
38C,24,047,950800,2033
38C,24,047,950800,2043
38C,24,047,950800,2050
38C,24,047,950800,2046
38C,24,047,950800,2048
38C,24,047,950800,2039
38C,24,047,950800,2049
38C,24,047,950900,2005
38C,24,047,950800,2062
38C,24,047,950800,2037
38C,24,047,950800,2036
38C,24,047,950800,2034
38C,24,047,950800,2001
38C,24,047,950800,2000
38C,24,047,950900,2004
38C,24,047,950900,2006
38C,24,047,950900,2003
38C,24,047,950900,2002
38C,24,047,950700,2003
38C,24,047,950800,2035
38C,24,047,950700,2002
38C,24,047,950800,2038
38C,24,047,950700,2004
38C,24,047,950700,2001
38A,24,047,951000,2006
38A,24,047,951000,2016
38C,24,047,951102,2002
38C,24,047,951102,2006
38C,24,047,951102,2005
38C,24,047,951101,3012
38C,24,047,951101,3001
38C,24,047,951102,2004
38C,24,047,951102,2001
38C,24,047,950600,1011
38C,24,047,951102,2008
38C,24,047,950600,1000
38C,24,047,950800,4063
38C,24,047,950800,4050
38C,24,047,950800,4048
38C,24,047,951101,3000
38C,24,047,951102,2009
38C,24,047,951102,2000
38C,24,047,950800,4080
38C,24,047,950800,4076
38C,24,047,950800,4084
38C,24,047,950800,4055
38C,24,047,950800,4078
38C,24,047,950800,4079
38C,24,047,950800,4077
38C,24,047,950800,2002
38C,24,047,950800,1064
38C,24,047,950800,1065
38C,24,047,950800,1036
38C,24,047,950800,1028
38C,24,047,950800,1031
38C,24,047,950800,1032
38C,24,047,950800,1026
38C,24,047,950800,1017
38C,24,047,950800,3011
38C,24,047,950800,3010
38C,24,047,950800,3006
38C,24,047,950800,2029
38C,24,047,950800,3000
38C,24,047,950800,2025
38C,24,047,950800,2024
38C,24,047,950800,3008
38C,24,047,950800,2026
38C,24,047,950800,2030
38C,24,047,950800,3009
38C,24,047,950800,3012
38C,24,047,950800,2056
38C,24,047,950800,2040
38C,24,047,950800,3028
38C,24,047,950800,3018
38C,24,047,950800,2057
38C,24,047,950800,2027
38C,24,047,950800,2042
38C,24,047,950800,2031
38C,24,047,950800,2028
38C,24,047,950800,2044
38C,24,045,010604,2002
38C,24,045,010604,2003
38C,24,045,010604,1039
38A,24,047,951000,2029
38A,24,047,950900,1013
38A,24,047,950900,1014
38C,24,047,950900,1019
38C,24,047,950900,1015
38C,24,047,950900,1012
38C,24,047,950900,1005
38C,24,047,950900,1075
38A,24,047,950900,1004
38C,24,047,950900,1011
38C,24,047,950900,1002
38C,24,047,950900,1001
38C,24,047,950800,3020
38A,24,047,950800,3023
38C,24,047,950800,3021
38A,24,047,950800,3022
38A,24,047,950800,3057
38A,24,047,951000,1007
38A,24,047,950800,2059
38C,24,047,950800,2053
38C,24,047,950800,1053
38C,24,047,950800,1071
38C,24,047,950800,1054
38C,24,047,950800,1067
38C,24,047,950800,1068
38C,24,047,950800,1072
38C,24,047,950800,1034
38C,24,047,950800,1035
38C,24,047,950800,1059
38C,24,047,950800,1033
38C,24,047,950800,1058
38C,24,047,950800,1069
38C,24,047,950800,1023
38C,24,047,950800,1025
38C,24,047,950800,1016
38C,24,047,950800,1015
38C,24,047,950800,1024
38C,24,047,950800,1010
38C,24,047,950800,1029
38C,24,047,950800,1004
38C,24,047,950800,1019
38C,24,047,950800,1018
38C,24,047,950800,1003
38C,24,047,950800,1027
38C,24,047,950800,1021
38C,24,047,950800,1020
38C,24,047,950800,1002
38C,24,047,950800,1007
38C,24,047,950800,1006
38C,24,047,950800,1000
38C,24,047,950800,1009
38C,24,047,950800,1001
38C,24,045,010604,2007
38C,24,045,010604,2019
38C,24,045,010604,2001
38C,24,045,010604,2020
38C,24,045,010604,2021
38C,24,045,010604,2022
38C,24,045,010606,4009
38C,24,045,010606,4000
38C,24,045,010606,3028
38C,24,045,010606,3029
38C,24,047,950800,3025
38C,24,047,950800,3016
38C,24,047,950800,3017
38C,24,047,950800,3015
38C,24,045,010606,3009
38C,24,045,010606,3010
38C,24,045,010606,3000
38C,24,045,010604,2034
38C,24,047,950800,3004
38C,24,047,950800,3003
38C,24,047,950800,2052
38C,24,045,010604,2024
38C,24,045,010604,2025
38C,24,047,950800,3005
38C,24,047,950800,3002
38C,24,047,950800,3001
38C,24,047,950800,2020
38C,24,047,950800,2019
38C,24,047,950800,2021
38C,24,047,950800,2022
38C,24,047,950800,2018
38C,24,047,950800,2015
38C,24,045,010604,1040
38C,24,045,010604,1041
38C,24,045,010604,2000
38C,24,045,010604,1048
38C,24,045,010604,1049
38C,24,045,010604,1036
38C,24,045,010604,1034
38C,24,045,010604,1035
38C,24,045,010604,1001
38C,24,045,010604,1000
38C,24,047,950800,1042
38C,24,045,010604,2023
38C,24,045,010604,1050
38C,24,047,950800,2009
38C,24,047,950800,1052
38C,24,047,950800,2011
38C,24,047,950800,2010
38C,24,047,950800,2007
38C,24,047,950800,2013
38C,24,047,950800,2008
38C,24,047,950800,1051
38C,24,047,950800,1043
38C,24,047,950800,2014
38C,24,047,950800,2006
38C,24,047,950800,2005
38C,24,045,010604,2026
38C,24,045,010606,3003
38C,24,045,010606,3006
38C,24,045,010604,2006
38C,24,045,010604,2012
38C,24,045,010604,2027
38C,24,045,010604,2015
38C,24,045,010604,2028
38C,24,045,010604,2037
38C,24,045,010604,2035
38C,24,045,010604,2036
38C,24,045,010604,2029
38C,24,045,010604,2030
38C,24,045,010604,2011
38C,24,045,010604,2005
38C,24,045,010604,2010
38C,24,045,010604,2009
38C,24,045,010604,2004
38C,24,045,010606,3005
38C,24,045,010606,3002
38C,24,045,010604,2032
38C,24,045,010606,3004
